first_name,last_name,id,status,title,dept,office_email,office_phone,pay_rate,pay_type,pay_method,pay_account,pay_address
17-7841952,Sophey,McCrisken,313 Fairview Terrace,Austin,Texas,78778,Salary,116943.22,28,93.87,9/19/1987,208-84-9480,9/16/2019,160438393,190616000,1,Operations Associate,IT,S.McCrisken@gmail.com,948-131-3444,1
38-0238479,Zacherie,Crease,76189 Warrior Hill,San Francisco,California,94164,Hourly,51520.53,26,60.67,3/18/1983,336-49-6469,11/12/2010,247036169,262816530,1,Sales Associate,Legal,Z.Crease@gmail.com,779-441-1778,1
78-2666234,Anabella,Flegg,7 Blaine Point,Roanoke,Virginia,24020,Hourly,113715.49,37,95.43,7/28/1974,605-12-2945,1/15/2001,4.90611E+11,675732242,1,Operations Associate,HR,A.Flegg@gmail.com,821-981-6104,1
11-2479305,Delores,Pouton,45 Truax Terrace,Kalamazoo,Michigan,49048,Commission,114860.52,38,14.58,2/25/1987,752-33-4458,7/24/2001,8605251,205236999,1,Marketing Associate,Finance,D.Pouton@gmail.com,120-196-7967,1
64-5571074,Rochette,Scorthorne,1076 Utah Point,Birmingham,Alabama,35225,Salary,61968.01,36,32.63,1/21/1983,568-96-4709,12/23/2007,5.95748E+11,135929838,1,HR Associate,Sales,R.Scorthorne@gmail.com,135-146-5259,1
13-3301062,Davey,Nelmes,7067 Old Shore Alley,Kansas City,Missouri,64142,Salary,94680.4,24,98.81,4/11/2000,372-15-9668,8/23/2015,87494163675,682300299,1,Engineering Associate,Marketing,D.Nelmes@gmail.com,316-873-1460,1
06-9331330,Gerhard,Lymer,9 Rieder Parkway,Harrisburg,Pennsylvania,17105,Hourly,104800.78,27,77.3,12/22/1972,837-43-7451,6/11/2000,2.42283E+11,869154597,1,Legal Associate,Operations,G.Lymer@gmail.com,447-128-2036,1
62-1927856,Abagael,Matuszynski,60 Orin Place,Boise,Idaho,83757,Hourly,125893.63,24,56.02,3/14/1975,082-03-5293,10/27/2016,5870311390,533142011,1,Sales Associate,Finance,A.Matuszynski@gmail.com,727-664-1953,1
04-0559530,Pinchas,Crossgrove,5 Mendota Lane,Charleston,West Virginia,25362,Salary,159578.6,22,37.47,1/9/1985,046-17-8603,1/7/2007,7.11173E+11,282000034,1,Legal Associate,Marketing,P.Crossgrove@gmail.com,152-110-6769,1
70-1649233,Pru,Kaubisch,600 Shasta Point,Washington,District of Columbia,20016,Salary,37807.52,47,80.27,5/3/1974,335-74-3733,12/8/2002,51348546,948645580,1,Operations Associate,Marketing,P.Kaubisch@gmail.com,477-449-6521,1
55-9913618,Coralyn,Arundell,4 Rusk Point,Jamaica,New York,11436,Salary,121181.39,27,63.55,10/8/1983,836-98-4412,3/16/2001,660857169,563591310,2,Engineering Associate,Sales,C.Arundell@gmail.com,842-904-9633,1
46-2430428,Casandra,Ellis,10 Ramsey Parkway,Bethesda,Maryland,20892,Hourly,150589.06,23,78.4,12/3/1999,781-75-3771,8/23/2017,5.64627E+11,693802917,1,Engineering Associate,Legal,C.Ellis@gmail.com,741-686-2241,1
45-1446417,Keane,Bellelli,722 1st Drive,Denton,Texas,76205,Hourly,105286.9,42,58.45,2/8/1982,894-87-1979,8/5/2009,382165125,957776798,1,Finance Associate,Engineering,K.Bellelli@gmail.com,606-847-5602,1
34-1470643,Carmella,Viner,35254 Schlimgen Plaza,Alexandria,Virginia,22333,Hourly,133412.67,39,37.14,9/2/1988,188-29-2378,1/3/2019,25115469151,789105714,1,Operations Associate,Sales,C.Viner@gmail.com,439-138-5528,1
61-1429482,Ignacio,Benoi,9219 2nd Park,New York City,New York,10009,Commission,54571.77,47,23.65,9/27/1988,025-54-0828,6/22/2009,715169096,786812066,2,HR Associate,IT,I.Benoi@gmail.com,392-019-1092,1
47-6322881,Filmore,Carloni,7579 Trailsway Terrace,Boca Raton,Florida,33499,Commission,36583.6,24,15.18,3/11/1999,939-16-5420,8/16/2010,1604733695,291926174,1,Operations Associate,HR,F.Carloni@gmail.com,319-269-5895,1
24-2489311,Worth,Durdy,057 Kings Street,Minneapolis,Minnesota,55402,Salary,154276.71,32,15.76,2/14/1971,841-38-9989,5/9/2015,54748544670,10738086,1,Marketing Associate,Sales,W.Durdy@gmail.com,626-670-7411,1
27-6024380,Allsun,Dorre,23531 Sheridan Plaza,Cincinnati,Ohio,45243,Hourly,145152.67,23,57.07,10/7/1992,913-97-2860,3/25/2000,19862306,722352333,1,Engineering Associate,Legal,A.Dorre@gmail.com,522-961-8637,1
45-3983716,Emelita,de Broke,48962 Merrick Court,Memphis,Tennessee,38188,Hourly,42498.73,24,61.59,10/16/1993,994-10-2092,6/14/2002,36308145,977641177,1,Marketing Associate,Operations,E.de Broke@gmail.com,804-437-9009,1
51-5722021,Prissie,Monaghan,6 Onsgard Center,Bakersfield,California,93311,Commission,138498.34,33,11.53,7/20/1983,451-07-7329,10/10/2011,2098367492,297953418,1,Engineering Associate,IT,P.Monaghan@gmail.com,828-394-5338,1
19-1809045,Lizette,McCarty,4125 Westport Court,Jamaica,New York,11431,Commission,97210.51,44,61.66,5/7/1992,609-69-7301,5/14/2015,2.5847E+11,954177433,1,Finance Associate,HR,L.McCarty@gmail.com,914-353-3832,1
68-9493929,Tess,Macak,53464 Troy Pass,Kansas City,Missouri,64153,Commission,150082,22,96.1,5/28/1999,776-41-2142,10/5/2008,60159023,297280799,1,Marketing Associate,Finance,T.Macak@gmail.com,184-430-7164,1
19-6229104,Case,Arondel,6892 Green Terrace,Pensacola,Florida,32575,Hourly,142277.16,44,98.03,7/1/1989,569-69-3974,4/17/2000,3.96168E+11,540552492,1,Finance Associate,Marketing,C.Arondel@gmail.com,086-046-5650,1
16-3431739,Araldo,Glentworth,6286 Mosinee Plaza,Atlanta,Georgia,30311,Hourly,92337.99,25,36.02,3/17/1994,061-41-1738,5/7/2016,6.45922E+11,262328040,1,HR Associate,IT,A.Glentworth@gmail.com,952-893-8541,1
41-3478571,Paco,Capineer,6 Scoville Pass,Charleston,South Carolina,29411,Hourly,50887.75,40,56.55,11/21/1979,987-45-9700,1/27/2009,61889818,329479196,1,Operations Associate,Engineering,P.Capineer@gmail.com,743-381-3680,1
10-3896686,Windy,Everit,53 Sheridan Way,Jacksonville,Florida,32230,Commission,106438.66,22,76.54,12/25/1996,874-64-5446,7/3/2012,91493035,184169040,1,HR Manager,IT,W.Everit@gmail.com,991-875-6143,1
94-5535191,Thornton,Marron,4897 Atwood Way,Oklahoma City,Oklahoma,73109,Salary,146678,49,64.44,7/23/1976,209-60-3731,5/21/2015,37019242655,529427950,1,Finance Associate,Sales,T.Marron@gmail.com,807-559-4006,0
28-2776989,Richy,Dumbrell,395 Sunnyside Avenue,Pensacola,Florida,32595,Commission,119478.41,28,69.35,6/7/1972,533-76-6963,11/18/2010,173000148,815890190,1,IT Associate,Engineering,R.Dumbrell@gmail.com,143-414-9454,1
20-1635369,Tad,Insko,8701 Delaware Road,Phoenix,Arizona,85015,Salary,145255.33,31,18.03,8/4/1989,886-71-0267,3/2/2017,3336737385,570902186,1,Legal Associate,Marketing,T.Insko@gmail.com,287-594-9858,1
83-0529487,Karim,Bourhill,77 Pond Point,Peoria,Illinois,61656,Salary,108492.11,27,44.41,9/16/1990,709-11-5808,6/6/2006,8277071151,647569443,1,Sales Associate,HR,K.Bourhill@gmail.com,243-028-6745,1
34-6810393,Rodd,Knightsbridge,715 Hauk Park,Newark,Delaware,19714,Commission,65966.77,23,23.63,8/3/1980,518-55-3292,1/25/2018,98938826,369650784,1,Finance Associate,Finance,R.Knightsbridge@gmail.com,903-761-3701,0
37-3055508,Andrei,Fenners,717 Bonner Terrace,Whittier,California,90610,Salary,48859.73,41,89.14,10/6/1976,391-83-6474,12/5/2005,6173234878,433837104,1,Engineering Associate,Engineering,A.Fenners@gmail.com,859-530-9616,1
75-4213681,Allyn,Rome,128 Graceland Junction,Little Rock,Arkansas,72231,Hourly,116006.77,20,50.9,10/21/1972,994-10-1330,12/22/2009,591989061,458329283,2,HR Associate,Legal,A.Rome@gmail.com,362-592-6085,1
81-1945870,Bobine,Boynes,1542 Mcbride Street,Reno,Nevada,89595,Hourly,82590.22,44,25.85,10/13/1973,898-41-7274,6/5/2016,9639776972,558718483,1,Legal Associate,Legal,B.Boynes@gmail.com,734-895-4817,1
72-4004697,Lorettalorna,Duchart,35 Porter Park,Newton,Massachusetts,2162,Hourly,38873.42,33,70.28,5/14/1970,084-57-4498,7/17/2019,9.94745E+11,207087627,1,Engineering Associate,Operations,L.Duchart@gmail.com,325-891-5667,1
02-7468211,Janifer,McGebenay,66705 Ryan Terrace,Raleigh,North Carolina,27658,Commission,90092.65,34,82.24,12/25/1976,052-56-7491,1/27/2019,5502291365,392721984,1,Sales Associate,Legal,J.McGebenay@gmail.com,704-368-8239,1
37-2125179,Edik,Halburton,3 Ronald Regan Park,Newport Beach,California,92662,Hourly,41487.7,45,37.29,1/15/1994,681-98-6658,1/19/2001,169548245,677511874,1,Engineering Associate,Legal,E.Halburton@gmail.com,305-694-8259,1
10-1307727,Norina,Ruecastle,7 Sachs Place,Kansas City,Missouri,64136,Commission,149287.81,43,94.47,10/9/1975,411-76-2264,11/12/2008,7.20468E+11,976971270,1,IT Associate,IT,N.Ruecastle@gmail.com,177-871-5148,1
68-8031187,Joey,Skillern,67264 4th Way,Dallas,Texas,75205,Hourly,84359.6,26,43.08,11/1/1984,030-89-8603,8/24/2005,22825172,549815868,1,Sales Associate,Operations,J.Skillern@gmail.com,695-164-5119,1
87-7995602,Kirsti,Cornwell,45 Nova Court,Seattle,Washington,98185,Salary,132384.62,44,19.51,5/26/1994,656-05-7388,10/19/2014,5.32689E+11,699650612,1,Finance Associate,Engineering,K.Cornwell@gmail.com,495-829-0793,1
96-7270096,Clarke,Lilliman,4201 Lakewood Trail,Rockford,Illinois,61105,Commission,60977.77,50,65.25,2/26/1982,048-54-0278,2/16/2012,38979660,973939890,1,IT Associate,Legal,C.Lilliman@gmail.com,060-511-0765,1
64-1857388,Agathe,Graham,7 Huxley Alley,Chattanooga,Tennessee,37450,Salary,55781.78,26,80.59,2/4/1978,491-18-4188,3/15/2012,348065081,854592075,1,HR Associate,Finance,A.Graham@gmail.com,937-052-1487,1
50-9589604,Burnaby,Franklyn,65 Dahle Terrace,Arlington,Texas,76004,Salary,141769.79,47,17.46,4/10/1994,975-30-7945,8/4/2018,68851560176,478356708,1,Sales Associate,Legal,B.Franklyn@gmail.com,183-786-9206,1
63-7336700,Thorpe,Chateau,3633 Holmberg Way,Hollywood,Florida,33028,Hourly,115273.25,37,37.3,11/14/1978,664-72-8583,4/26/2016,34046439394,938709722,1,Sales Associate,Finance,T.Chateau@gmail.com,850-428-8527,0
19-9372214,Farlee,McCuis,7240 Mitchell Place,Amarillo,Texas,79171,Salary,96774.44,37,68.48,4/26/2000,559-45-0517,10/15/2016,6.67648E+11,327852684,1,Marketing Manager,Sales,F.McCuis@gmail.com,034-389-4469,1
89-7922101,Arlyn,Bowley,07348 Dahle Plaza,Philadelphia,Pennsylvania,19172,Commission,39189.76,27,81.55,12/16/1981,812-05-6663,11/13/2007,28030261,881020659,1,Engineering Associate,Legal,A.Bowley@gmail.com,982-624-8118,1
36-5620019,Bondy,Gullis,93621 Hazelcrest Center,Annapolis,Maryland,21405,Hourly,85342.5,49,62.79,12/24/1998,265-13-2712,2/3/2020,8385870573,389379068,1,Finance Associate,HR,B.Gullis@gmail.com,130-625-1519,0
92-9969043,Davon,Casillas,08 Prairieview Pass,San Jose,California,95194,Commission,83999.52,22,19.83,6/8/1976,869-84-5887,4/16/2009,5306763285,144572407,1,Engineering Associate,Engineering,D.Casillas@gmail.com,202-954-7810,1
47-2945377,Nadeen,Ogelsby,8 Judy Lane,Flint,Michigan,48555,Hourly,36960.16,35,51.17,5/10/1998,029-63-4118,1/11/2012,3.14716E+11,304203965,1,Finance Associate,Marketing,N.Ogelsby@gmail.com,354-624-0995,1
56-1715158,Hulda,Birchill,25857 Hanover Avenue,Sparks,Nevada,89436,Salary,130781.66,47,48.26,5/4/1994,727-21-5414,3/16/2002,65571225,144620111,1,Legal Associate,Sales,H.Birchill@gmail.com,775-061-2189,1
10-1246695,Devonne,Pigot,84368 Red Cloud Drive,Grand Rapids,Michigan,49510,Hourly,80056.96,24,37.13,9/22/1993,313-95-1270,7/16/2002,86534525053,117879333,1,Operations Associate,Finance,D.Pigot@gmail.com,312-308-6357,1
52-1313427,Hortensia,Senecaux,8 Ramsey Pass,Miami,Florida,33153,Commission,116367.58,31,16.58,11/21/2000,654-05-0249,8/13/2000,2.5619E+11,975637035,1,Sales Associate,Engineering,H.Senecaux@gmail.com,141-860-8660,1
38-9220881,Euell,Vosse,18 Farwell Trail,Maple Plain,Minnesota,55579,Hourly,130877.92,46,41.23,4/10/1997,202-01-6539,10/16/2020,44365799,624797880,1,Operations Associate,Sales,E.Vosse@gmail.com,733-003-7529,1
59-6837247,Olav,Elphey,7 Northridge Point,Sacramento,California,95852,Salary,73081.42,34,63,1/25/1983,401-84-7299,2/21/2017,62696455,382009918,1,Operations Manager,Finance,O.Elphey@gmail.com,745-951-7217,1
27-0365206,Amata,Ferreo,8802 Blaine Drive,Kent,Washington,98042,Hourly,53134.81,26,87.74,11/4/1991,403-72-8755,10/23/2019,3457187255,915519661,1,Sales Associate,Operations,A.Ferreo@gmail.com,634-421-6095,1
04-3473919,Esmaria,Dubery,1939 Eggendart Lane,Saint Petersburg,Florida,33710,Hourly,90870.5,45,25.4,2/19/1973,959-28-4988,5/13/2011,67447319,553985463,1,Legal Associate,Marketing,E.Dubery@gmail.com,427-577-3994,1
71-2790118,Gustaf,Bearsmore,631 Harper Avenue,Little Rock,Arkansas,72231,Commission,93415.59,39,17.37,9/1/1988,493-78-8199,8/11/2020,8675101873,897124592,1,Operations Associate,Legal,G.Bearsmore@gmail.com,666-387-8195,1
84-5754515,Lynnea,Allston,045 Bashford Center,Austin,Texas,78737,Salary,29849.81,50,60.73,8/13/1978,708-64-0949,8/2/2015,658367916,832318362,1,Engineering Associate,Marketing,L.Allston@gmail.com,143-404-0343,1
98-3318019,Holly-anne,Mullineux,3 Vahlen Avenue,Buffalo,New York,14269,Hourly,146965.54,41,28.9,2/19/1977,050-41-9485,1/16/2016,4740819853,814712674,1,Sales Associate,Marketing,H.Mullineux@gmail.com,102-309-5992,1
00-2001443,Haskell,Sanches,21467 Esch Lane,Las Vegas,Nevada,89145,Salary,119937.39,29,16.79,2/25/1984,285-63-1933,8/2/2017,226946645,774069312,1,Operations Associate,Finance,H.Sanches@gmail.com,530-708-5411,1
63-2380694,Amargo,Minillo,5230 Dixon Trail,Seattle,Washington,98127,Hourly,78532.4,47,56.2,5/9/1986,216-39-2772,9/8/2005,37676438,737349953,1,Operations Associate,Engineering,A.Minillo@gmail.com,573-962-5389,1
92-4506503,Kelbee,Dowears,973 Heffernan Drive,Portland,Oregon,97211,Commission,64876.5,45,68.51,4/2/1972,686-38-8276,9/17/2007,11064932,300551799,1,HR Associate,Operations,K.Dowears@gmail.com,770-198-8657,1
97-0855200,Marylinda,Cicero,0 Bunker Hill Hill,Madison,Wisconsin,53785,Commission,32451.8,44,43.52,1/21/1996,464-02-8958,3/8/2005,158134065,742663837,1,Legal Associate,HR,M.Cicero@gmail.com,435-823-8458,1
05-8195323,Leila,Leavesley,22 Waubesa Circle,Albuquerque,New Mexico,87121,Hourly,38640.29,48,15.87,9/27/1994,327-14-4476,12/26/2005,4348827513,991304215,2,IT Associate,Finance,L.Leavesley@gmail.com,005-758-2724,0
35-5685721,Hamlin,Cisson,868 Mesta Terrace,Apache Junction,Arizona,85219,Hourly,120076.39,37,94.44,6/11/1989,219-33-0176,10/21/2004,63219173045,479241289,2,Finance Associate,Marketing,H.Cisson@gmail.com,295-972-1880,1
85-6235634,Jsandye,Dabbs,2788 Vahlen Junction,College Station,Texas,77844,Hourly,106238.66,45,20.53,5/7/1991,613-90-4666,11/25/2009,5647395845,909388682,1,Finance Associate,Legal,J.Dabbs@gmail.com,991-310-5696,1
04-0735990,Zack,Hughs,92 Continental Lane,Dayton,Ohio,45490,Hourly,25325.81,25,56.48,8/28/1981,083-47-8282,7/7/2015,9806675876,445323635,1,IT Associate,Finance,Z.Hughs@gmail.com,509-664-8316,0
88-7647386,Clive,Weatherill,86 Magdeline Lane,Virginia Beach,Virginia,23454,Commission,107082.08,47,79.79,10/20/1973,208-75-6423,6/10/2018,60582849,259208017,1,Operations Associate,IT,C.Weatherill@gmail.com,513-408-9246,1
94-1649988,Faulkner,Widdison,8 Shoshone Hill,Baltimore,Maryland,21290,Salary,88391.61,25,26.24,1/12/1986,549-60-2508,10/22/2012,4814565726,62760695,1,Finance Manager,HR,F.Widdison@gmail.com,222-865-4159,1
18-7481598,Farley,Schapiro,93 North Parkway,Washington,District of Columbia,20022,Hourly,155640.96,21,65.64,4/1/1970,423-48-3231,9/4/2018,841453332,265771727,1,Marketing Associate,Sales,F.Schapiro@gmail.com,567-226-2456,1
97-5480108,Sandi,Spilsburie,78030 Burning Wood Way,Seattle,Washington,98148,Salary,100539.35,31,13.83,5/5/1988,489-00-4987,6/27/2017,224249639,188488737,1,Engineering Associate,Legal,S.Spilsburie@gmail.com,977-907-7882,1
00-3751184,Marven,Chalmers,55 Ridgeview Plaza,Laurel,Maryland,20709,Commission,115183.91,31,97.46,1/23/1986,628-16-4471,12/14/2003,65911282,16621011,1,Finance Associate,IT,M.Chalmers@gmail.com,446-998-4309,1
50-5110195,Olive,Aimson,8 Waubesa Circle,Long Beach,California,90805,Commission,159780.48,30,48.68,1/8/1973,043-54-4542,10/16/2007,425694154,177417808,1,Legal Associate,Sales,O.Aimson@gmail.com,691-426-1553,1
22-7806066,Jorrie,Oaker,5525 Main Way,Los Angeles,California,90015,Hourly,79409.97,30,66.86,10/4/1975,314-88-8790,7/11/2017,23637594565,27019428,2,Finance Associate,Operations,J.Oaker@gmail.com,119-531-4180,1
59-2638523,Moyra,Aslen,5143 Coleman Lane,Canton,Ohio,44720,Hourly,51543.62,49,57.57,10/28/1971,168-50-4921,6/26/2007,51811880,490073088,1,Engineering Associate,IT,M.Aslen@gmail.com,670-365-2191,1
04-7726380,Lemmie,Clewes,318 Union Street,Saint Paul,Minnesota,55166,Hourly,138632.12,24,39.24,10/7/1985,425-04-1524,12/4/2008,6460806556,587885700,1,Engineering Associate,Engineering,L.Clewes@gmail.com,688-964-5996,1
69-3382564,Christye,Brimicombe,572 Blue Bill Park Way,East Saint Louis,Illinois,62205,Salary,87502.9,27,19.95,10/1/1996,059-38-6293,5/26/2009,540086292,479917117,1,Marketing Associate,Sales,C.Brimicombe@gmail.com,836-220-9473,1
07-2336423,Bengt,O'Gavin,33684 Sugar Pass,Tulsa,Oklahoma,74141,Salary,50576.1,47,89.46,11/5/1995,635-49-8744,11/19/2004,237749541,495210714,1,Legal Associate,Finance,B.O'Gavin@gmail.com,103-869-8544,0
07-8311644,Kit,Bulstrode,0772 Meadow Vale Park,Los Angeles,California,90071,Salary,117990.64,44,20.1,12/12/1981,027-05-9684,9/1/2019,4.16388E+11,864398239,1,IT Associate,IT,K.Bulstrode@gmail.com,641-279-7890,1
77-0583822,Justinian,Paulazzi,6709 Graceland Drive,New York City,New York,10160,Commission,135920.95,43,52.93,5/5/1971,294-18-5006,12/25/2014,17522574,135891246,1,Engineering Associate,Marketing,J.Paulazzi@gmail.com,994-168-3107,1
65-1939987,Willie,Floris,894 Glendale Plaza,Worcester,Massachusetts,1610,Commission,62862.15,46,16.85,10/13/1976,187-64-6542,6/3/2011,30266098177,319708512,1,HR Associate,Sales,W.Floris@gmail.com,865-952-6833,1
